classification_2020,temperature_2m,total_precipitation_sum
3,295.7456560016214,0.0724591247970056
3,296.31698011916666,0.059519936167616784
3,296.4313657001527,0.05798201215606843
19,295.4928121319701,0.06663944028160884
19,296.33686402956016,0.05722384852510606
3,296.14090036342435,0.06256775510650787
19,296.352501086474,0.06058307068886274
3,296.1954371322617,0.06394850663683727
3,296.37682542480496,0.060638473206181466
3,295.84807211120926,0.06181411149444097
3,296.01221224652994,0.06503045884114418
19,295.7296802987884,0.07209816279353613
3,296.49945691750935,0.06472817636869266
15,296.23253236630643,0.06089196927688434
19,295.5989408185307,0.06388573301178131
3,295.975639994232,0.06588549740455463
3,295.87955090667117,0.06792448165359015
3,296.1576017084599,0.06504130191943958
19,295.8483912951787,0.06222365128340238
3,295.5123432104792,0.06495196200750186
19,295.7753985758358,0.07040753416560008
3,296.340564208146,0.06292389410080428
3,296.3054250076567,0.05818792385202561
3,296.2860594346753,0.05992857691985284
3,295.7835360479989,0.06331593868476067
19,296.4067126417536,0.055131460997878655
4,296.5792050757377,0.061029832336722954
19,296.0566614122535,0.06229094989440753
19,295.6922594926141,0.07117064746560568
3,296.5375795437439,0.05870804764173343
3,296.4335916620826,0.05249607018969371
19,295.81724968871794,0.07028098977945163
3,295.8154357436384,0.062290716442882164
3,295.9455331704125,0.06705160267494037
19,295.58609524106174,0.06202957483472341
15,295.99667871351886,0.0593606179191859
3,296.46200510468094,0.06806909742297644
19,295.6849939305275,0.07338055424235179
19,295.6570842677287,0.07099479141177649
19,295.5004467086936,0.06319691193443451
19,296.33686402956016,0.05722384852510606
19,295.71774693803474,0.06122518159292056
3,295.6111209382882,0.07152875589670653
19,296.0629448517141,0.06685742191813304
19,295.39852432808215,0.07155854331793303
3,295.84807211120926,0.06181411149444097
19,295.5884875767861,0.06801863339883003
15,296.12700256304555,0.06485491571170006
19,296.2234977799392,0.0640605062478971
3,296.12700256304555,0.06485491571170006
3,296.3566742016497,0.06177420742652728
3,296.23104397324033,0.06413080992640967
3,296.25610364828805,0.06488824836752727
3,296.14254751126276,0.06282436427813683
19,296.2562852085788,0.060900275432486474
3,296.4774509661327,0.06289086567701811
3,295.39856318258035,0.0713594290350071
3,295.71774693803474,0.06122518159292056
3,296.3732706128861,0.055703836951076134
3,296.23104397324033,0.06413080992640967
19,295.80633480992145,0.0690990582341146
19,296.4820032410631,0.05026818143667692
19,295.5252683941564,0.06948257811210468
3,295.714501400076,0.07110852824987883
19,295.5977707512254,0.06813359585744057
4,296.21535817218677,0.06060285818916474
19,295.9649225665421,0.06527516819379642
19,296.6837673164998,0.05699489094159915
19,296.08932002611175,0.06177995182416751
3,296.4753503982194,0.06192279559713517
4,295.69048662361877,0.06386137582204654
19,296.42856470723973,0.06382974686564917
3,295.8525976370857,0.06903125422539229
19,295.81044760130095,0.06527525015018298
3,296.2172043233505,0.06069794994932328
3,295.81640015970726,0.06879090842944298
19,296.2887641279265,0.06218112336935514
19,296.6625629320126,0.057865603043058655
3,296.23104397324033,0.06413080992640967
3,296.2149440350857,0.06528349297585005
19,296.460066663523,0.05370729741793786
3,295.99212301857796,0.06790216219764862
3,296.3079814244283,0.059212505343972786
3,296.3405942291047,0.05610963779034132
3,296.29666682155806,0.05780488577824746
3,295.8374012918185,0.06742417516650671
3,296.2860594346753,0.05992857691985284
19,295.39852432808215,0.07155854331793303
19,296.3695167762684,0.05856913777532095
3,296.3749566184916,0.059937989486673615
19,295.6922594926141,0.07117064746560568
19,295.4928121319701,0.06663944028160884
3,296.5841916276357,0.06632733421864027
3,296.2860594346753,0.05992857691985284
3,296.0473957183153,0.06583212765397543
19,295.52623158464405,0.07207923211000278
3,296.2887641279265,0.06218112336935514
15,295.3973865787576,0.07160800648075256
19,295.714501400076,0.07110852824987883
19,295.88065374025535,0.06264606691739871
19,295.5088874687298,0.06794245245398993
19,296.0514572952821,0.06538165437521452
3,296.5122913820185,0.05371758170268848
19,296.0906256307912,0.06385001865368996
15,295.99667871351886,0.0593606179191859
19,295.8357693616565,0.06841514212232742
19,296.6625629320126,0.057865603043058655
3,296.12444561067935,0.06359560491981024
19,295.66256281357835,0.06059097823840295
3,296.0473957183153,0.06583212765397543
15,296.3760481804493,0.059794945789793275
3,296.3566742016497,0.06177420742652728
19,295.63721070386663,0.07072223551414325
19,295.7003038811977,0.07401760744394774
19,295.91374419525715,0.06715551964781596
3,296.25943989183634,0.06192827549916421
3,296.5841916276357,0.06632733421864027
3,296.10764019206505,0.05901909199696694
15,296.4774509661327,0.06289086567701811
3,296.2860594346753,0.05992857691985284
19,295.8951288910185,0.06024274679364675
19,296.3695167762684,0.05856913777532095
19,295.7753985758358,0.07040753416560008
3,295.8005773663732,0.07012366207780356
3,296.7010525786115,0.06654203014912123
3,295.4267408363094,0.07075663360299582
3,295.49569428129826,0.06548917370380873
19,295.93546360275616,0.06634235086383337
3,296.0994625980812,0.06381345741293742
19,295.7899147898591,0.07045362842422638
15,295.6570842677287,0.07099479141177649
3,295.99110535283677,0.06158329250754827
3,295.89504993079254,0.06902914943637366
3,296.098189145675,0.06038353793165996
3,296.4774509661327,0.06289086567701811
19,295.5252683941564,0.06948257811210468
19,296.13434214380607,0.06502354097705994
19,296.13609102595717,0.06210892103455379
19,295.5884875767861,0.06801863339883003
19,295.39856318258035,0.0713594290350071
19,296.38053910540435,0.05634627319715335
3,296.23104397324033,0.06413080992640967
19,295.84807211120926,0.06181411149444097
19,295.5123432104792,0.06495196200750186
19,295.73642362116567,0.06169310785672977
3,296.464069851875,0.06805626007260794
19,295.478875589744,0.06774764833193932
19,296.14925246821764,0.05902617004853402
19,296.5252283409824,0.06502454804720396
19,295.39852432808215,0.07155854331793303
19,296.0236567889304,0.061845467262883126
3,296.03931067583665,0.05894031576655223
3,295.9683738052734,0.06636406558098311
19,295.43380456396267,0.06776386576237196
3,295.8304949869917,0.06151896419467443
3,296.3732706128861,0.055703836951076134
15,296.2713806556142,0.06352298907778575
3,296.1954371322617,0.06394850663683727
3,296.14254751126276,0.06282436427813683
3,296.464069851875,0.06805626007260794
19,296.0549977449671,0.06652843283953185
19,296.21535817218677,0.06060285818916474
19,296.2520258505991,0.06451615271311913
4,296.5252283409824,0.06502454804720396
3,295.87955090667117,0.06792448165359015
4,295.8525976370857,0.06903125422539229
19,295.56311433220884,0.07028252956610832
4,295.7364388466372,0.06959292493603542
19,296.2713806556142,0.06352298907778575
19,296.4335916620826,0.05249607018969371
25,296.03931067583665,0.05894031576655223
15,296.1227639652667,0.06228793613455608
19,295.8005773663732,0.07012366207780356
15,296.0564993516303,0.05964094477238172
3,296.0473957183153,0.06583212765397543
15,295.9683738052734,0.06636406558098311
3,295.5252683941564,0.06948257811210468
19,296.4402820252156,0.058735822164435326
3,295.76069983443386,0.0698131988678566
15,295.9242201122676,0.06295475564740016
19,295.47110000704924,0.0674279737208477
3,296.464069851875,0.06805626007260794
3,296.2562852085788,0.060900275432486474
3,296.3566742016497,0.06177420742652728
19,295.81640015970726,0.06879090842944298
19,295.65870272227966,0.06838115257364426
3,296.098189145675,0.06038353793165996
19,296.21535817218677,0.06060285818916474
19,295.64093786988366,0.06064086856784338
3,296.4067126417536,0.055131460997878655
3,296.6080175677616,0.05201191283605411
3,295.40598436256465,0.06795005328796222
19,296.0906256307912,0.06385001865368996
3,295.95242929743273,0.06258557937882259
3,296.14254751126276,0.06282436427813683
19,295.9365501074936,0.06276475590807114
15,295.89996309063713,0.06817042407733116
19,295.38211442799224,0.07095985315583064
15,295.8483912951787,0.06222365128340238
3,296.1467367646839,0.06166833964329873
15,295.9957205254348,0.06399711546641502
19,295.49440690242614,0.06786511170210356
3,295.549356539282,0.06715067304513767
3,296.5459603383044,0.056217544549126565
19,296.2168276632887,0.06198758336247915
3,296.5444543297072,0.05865535961927885
3,296.4102911292178,0.05997725528818284
3,296.1794279799102,0.05882265123071188
19,295.8654195606343,0.06978343628189876
3,295.93546360275616,0.06634235086383337
19,296.3054250076567,0.05818792385202561
3,296.4053462470844,0.06750589561802063
3,295.81724968871794,0.07028098977945163
19,296.2176529871943,0.0625429173543246
4,296.462438322529,0.06613405001503143
3,296.25383339771184,0.061302285167991265
3,296.3054250076567,0.05818792385202561
15,296.2411590453176,0.06045542485854938
19,295.6570842677287,0.07099479141177649
3,296.490325336716,0.05110504430872117
19,296.4402820252156,0.058735822164435326
3,296.490325336716,0.05110504430872117
19,295.8005773663732,0.07012366207780356
3,295.8189378517891,0.066356479648172
19,296.3896595961201,0.05930968202493503
3,296.5007630313808,0.0673757799202394
19,296.0390995346296,0.06735998965642764
19,295.38211442799224,0.07095985315583064
3,296.20786645313336,0.06383999886455054
3,296.05145600759187,0.062173269215642556
3,296.4053462470844,0.06750589561802063
3,296.0150471300099,0.06269069962046458
3,296.2176529871943,0.0625429173543246
3,296.33190825574553,0.06626595136862908
19,295.39856318258035,0.0713594290350071
19,295.76974029524314,0.06296027901114935
19,295.80633480992145,0.0690990582341146
3,295.46168327115254,0.06893228443803305
3,295.48789743071944,0.06504611747803206
3,296.39675526080293,0.05548217472773705
3,295.774013618664,0.06546580868305678
19,295.77305893759325,0.069911546531736
19,295.58609524106174,0.06202957483472341
19,295.88065374025535,0.06264606691739871
3,295.8693333637757,0.06860250435612514
3,296.0906256307912,0.06385001865368996
15,295.7456560016214,0.0724591247970056
19,295.66256281357835,0.06059097823840295
3,296.3854652092885,0.05512205463987504
3,295.9957205254348,0.06399711546641502
19,296.3054250076567,0.05818792385202561
19,296.44570104462633,0.058776045365551255
19,296.0716358164129,0.06359066891016478
15,296.0608440232955,0.0629677991304985
3,296.4753503982194,0.06192279559713517
15,295.714501400076,0.07110852824987883
4,295.99110535283677,0.06158329250754827
3,296.3544247210809,0.05894234853329176
3,296.3654169935519,0.059343949728627145
19,295.46168327115254,0.06893228443803305
19,296.098189145675,0.06038353793165996
3,295.90494730276606,0.061581789973794564
3,295.56311433220884,0.07028252956610832
3,295.89504993079254,0.06902914943637366
19,296.10212968881814,0.06275127532424445
3,295.98677998722025,0.06128423613649522
3,296.03597852518675,0.06664504684350803
3,296.58298378029036,0.06752212422432417
3,295.65870272227966,0.06838115257364426
19,295.94576055748684,0.06768913147193108
19,295.4231071212445,0.06892881867629204
19,296.03597852518675,0.06664504684350803
19,296.13609102595717,0.06210892103455379
19,295.58659581332824,0.06568425101381455
19,295.40622277459016,0.06602148912689998
19,295.5123432104792,0.06495196200750186
3,296.55969184711375,0.06907154944878731
3,295.49440690242614,0.06786511170210356
15,295.3973865787576,0.07160800648075256
3,296.03609287388434,0.060122015102127335
3,295.7901726489986,0.07072350956342532
19,296.352501086474,0.06058307068886274
3,296.03597852518675,0.06664504684350803
3,295.975639994232,0.06588549740455463
19,296.25610364828805,0.06488824836752727
3,295.7364388466372,0.06959292493603542
19,296.22604518489123,0.06054741221012586
15,295.9527129335093,0.062400120768367394
3,296.39095551005715,0.06047802495302671
19,295.7250532244229,0.07192728248578224
3,296.37074955340614,0.057791185402293145
3,295.68733248173936,0.07122493984641547
15,296.44570104462633,0.058776045365551255
19,296.23253236630643,0.06089196927688434
3,296.47919149803687,0.060679122332154854
15,295.8483912951787,0.06222365128340238
19,295.6300685729556,0.06883126077395592
19,296.2713806556142,0.06352298907778575
3,296.2860594346753,0.05992857691985284
19,296.16231737294197,0.061182262523391984
3,295.71774693803474,0.06122518159292056
3,296.58298378029036,0.06752212422432417
19,295.95242929743273,0.06258557937882259
3,295.81724968871794,0.07028098977945163
19,295.39856318258035,0.0713594290350071
19,295.40622277459016,0.06602148912689998
19,295.91374419525715,0.06715551964781596
